Transaction ID,Filtered Transaction
TranS7588,Cigarettes
TranS7589,Toiletries
TranS7590,"Soft Drinks, Cigarettes, Candy, Batteries"
TranS7591,"Batteries, Soft Drinks, Candy"
TranS7592,"Candy, Batteries, Milk, Soft Drinks, Magazine"
TranS7593,"Soft Drinks, Snacks, Gum, Magazine"
TranS7594,Snacks
TranS7595,"Batteries, Candy"
TranS7596,"Gum, Energy Drinks, Cigarettes, Batteries"
TranS7597,Candy
TranS7598,"Soft Drinks, Snacks"
TranS7599,"Toiletries, Energy Drinks"
TranS7600,Magazine
TranS7601,Gum
TranS7602,"Candy, Milk"
TranS7603,"Gum, Milk, Energy Drinks, Toiletries"
TranS7604,"Candy, Cigarettes, Energy Drinks, Milk, Magazine"
TranS7605,"Magazine, Toiletries"
TranS7606,Gum
TranS7607,"Milk, Gum, Magazine"
TranS7608,"Magazine, Toiletries, Soft Drinks, Energy Drinks"
TranS7609,"Candy, Soft Drinks"
TranS7610,"Magazine, Batteries, Energy Drinks, Cigarettes"
TranS7611,"Cigarettes, Snacks, Soft Drinks, Gum"
TranS7612,"Magazine, Toiletries"
TranS7613,Magazine
TranS7614,"Soft Drinks, Toiletries, Candy, Gum, Energy Drinks"
TranS7615,"Milk, Energy Drinks"
TranS7616,"Milk, Cigarettes, Snacks, Gum, Candy"
TranS7617,"Milk, Candy, Magazine, Gum, Toiletries"
TranS7618,"Toiletries, Energy Drinks"
TranS7619,"Milk, Snacks"
TranS7620,"Snacks, Gum, Cigarettes, Candy, Milk"
TranS7621,"Soft Drinks, Cigarettes, Milk, Batteries"
TranS7622,Energy Drinks
TranS7623,"Toiletries, Cigarettes, Energy Drinks"
TranS7624,Snacks
TranS7625,"Snacks, Energy Drinks"
TranS7626,Snacks
TranS7627,"Snacks, Magazine, Gum, Milk"
TranS7628,"Milk, Snacks"
TranS7629,"Cigarettes, Magazine"
TranS7630,"Cigarettes, Energy Drinks, Soft Drinks, Snacks"
TranS7631,"Candy, Milk, Batteries"
TranS7632,"Toiletries, Batteries"
TranS7633,Candy
TranS7634,"Milk, Candy, Gum"
TranS7635,"Batteries, Milk, Magazine, Gum, Snacks"
TranS7636,"Magazine, Milk, Batteries, Cigarettes"
TranS7637,"Candy, Batteries"
TranS7638,"Magazine, Gum, Snacks, Candy"
TranS7639,"Cigarettes, Milk, Magazine, Batteries"
TranS7640,"Gum, Batteries, Energy Drinks, Milk, Magazine"
TranS7641,"Magazine, Candy, Gum, Milk"
TranS7642,"Cigarettes, Batteries, Gum, Magazine, Soft Drinks"
TranS7643,"Milk, Snacks, Soft Drinks"
TranS7644,"Toiletries, Gum, Batteries, Milk"
TranS7645,"Magazine, Energy Drinks, Cigarettes, Milk, Candy"
TranS7646,"Energy Drinks, Candy, Cigarettes, Gum"
TranS7647,"Snacks, Cigarettes, Soft Drinks"
TranS7648,Candy
TranS7649,"Batteries, Energy Drinks, Milk, Cigarettes"
TranS7650,"Batteries, Magazine, Toiletries"
TranS7651,"Magazine, Gum"
TranS7652,"Gum, Milk, Batteries, Soft Drinks, Magazine"
TranS7653,"Energy Drinks, Candy, Gum"
TranS7654,Candy
TranS7655,"Cigarettes, Candy, Milk, Gum, Energy Drinks"
TranS7656,"Soft Drinks, Candy, Milk"
TranS7657,"Soft Drinks, Cigarettes, Energy Drinks, Snacks, Magazine"
TranS7658,"Magazine, Snacks, Gum, Toiletries"
TranS7659,Candy
TranS7660,Soft Drinks
TranS7661,"Cigarettes, Snacks, Candy"
TranS7662,Cigarettes
TranS7663,"Candy, Energy Drinks, Magazine, Soft Drinks"
TranS7664,"Energy Drinks, Cigarettes, Soft Drinks"
TranS7665,"Magazine, Candy"
TranS7666,Magazine
TranS7667,"Candy, Soft Drinks, Toiletries, Gum"
TranS7668,"Energy Drinks, Gum, Soft Drinks"
TranS7669,Batteries
TranS7670,"Magazine, Soft Drinks, Toiletries, Candy, Batteries"
TranS7671,"Snacks, Gum, Magazine, Toiletries, Candy"
TranS7672,"Batteries, Milk, Soft Drinks, Snacks, Toiletries"
TranS7673,"Soft Drinks, Milk, Candy, Gum"
TranS7674,"Magazine, Milk, Cigarettes, Toiletries, Energy Drinks"
TranS7675,Milk
TranS7676,Snacks
TranS7677,"Snacks, Candy, Batteries, Soft Drinks, Cigarettes"
TranS7678,"Cigarettes, Snacks, Batteries"
TranS7679,"Gum, Cigarettes, Candy, Snacks"
TranS7680,"Energy Drinks, Gum, Milk"
TranS7681,Gum
TranS7682,"Magazine, Milk, Candy"
TranS7683,"Milk, Cigarettes, Toiletries"
TranS7684,"Candy, Cigarettes, Snacks, Soft Drinks, Energy Drinks"
TranS7685,"Milk, Toiletries, Cigarettes"
TranS7686,"Magazine, Candy, Toiletries, Snacks"
TranS7687,"Batteries, Magazine, Candy, Soft Drinks"
TranS7688,"Batteries, Magazine, Soft Drinks, Energy Drinks, Milk"
TranS7689,"Soft Drinks, Batteries, Candy, Milk, Toiletries"
TranS7690,"Gum, Milk"
TranS7691,Toiletries
TranS7692,"Toiletries, Batteries"
TranS7693,Soft Drinks
TranS7694,"Soft Drinks, Batteries, Toiletries, Gum, Magazine"
TranS7695,Cigarettes
TranS7696,Milk
TranS7697,Gum
TranS7698,Candy
TranS7699,"Toiletries, Magazine, Cigarettes, Candy"
TranS7700,"Magazine, Energy Drinks, Milk, Gum"
TranS7701,Soft Drinks
TranS7702,"Toiletries, Batteries, Energy Drinks"
TranS7703,Milk
TranS7704,"Soft Drinks, Toiletries, Cigarettes, Energy Drinks"
TranS7705,"Magazine, Cigarettes, Toiletries, Snacks, Gum"
TranS7706,"Candy, Gum"
TranS7707,Toiletries
TranS7708,"Energy Drinks, Candy"
TranS7709,"Candy, Milk, Toiletries, Soft Drinks"
TranS7710,"Milk, Toiletries, Candy, Energy Drinks, Snacks"
TranS7711,"Magazine, Cigarettes"
TranS7712,"Gum, Candy, Milk"
TranS7713,"Gum, Batteries"
TranS7714,"Gum, Candy, Toiletries, Cigarettes, Soft Drinks"
TranS7715,"Soft Drinks, Milk, Toiletries"
TranS7716,"Batteries, Soft Drinks, Cigarettes"
TranS7717,"Batteries, Energy Drinks, Candy, Toiletries, Milk"
TranS7718,"Toiletries, Candy"
TranS7719,"Candy, Gum, Soft Drinks"
TranS7720,"Candy, Soft Drinks, Batteries, Magazine, Cigarettes"
TranS7721,"Candy, Batteries"
TranS7722,"Milk, Candy, Cigarettes"
TranS7723,"Candy, Snacks, Batteries"
TranS7724,"Magazine, Energy Drinks"
TranS7725,"Candy, Energy Drinks, Toiletries"
TranS7726,Toiletries
TranS7727,Magazine
TranS7728,"Milk, Candy, Batteries, Gum, Snacks"
TranS7729,"Toiletries, Milk"
TranS7730,Soft Drinks
TranS7731,"Magazine, Candy"
TranS7732,"Batteries, Gum, Milk, Soft Drinks"
TranS7733,"Batteries, Toiletries, Snacks, Milk, Magazine"
TranS7734,"Energy Drinks, Snacks, Soft Drinks, Milk, Gum"
TranS7735,"Cigarettes, Energy Drinks, Soft Drinks"
TranS7736,"Cigarettes, Soft Drinks, Energy Drinks, Snacks, Milk"
TranS7737,Snacks
TranS7738,"Energy Drinks, Toiletries"
TranS7739,"Soft Drinks, Toiletries, Candy, Milk, Energy Drinks"
TranS7740,"Soft Drinks, Magazine, Gum, Energy Drinks"
TranS7741,"Cigarettes, Energy Drinks, Magazine, Snacks"
TranS7742,"Energy Drinks, Cigarettes, Candy"
TranS7743,"Batteries, Snacks, Soft Drinks, Milk"
TranS7744,"Gum, Snacks, Cigarettes, Magazine, Batteries"
TranS7745,"Soft Drinks, Energy Drinks, Toiletries"
TranS7746,"Snacks, Energy Drinks, Candy, Milk"
TranS7747,"Magazine, Cigarettes, Soft Drinks"
TranS7748,"Batteries, Gum, Cigarettes, Toiletries, Snacks"
TranS7749,"Toiletries, Soft Drinks, Batteries"
TranS7750,"Candy, Gum, Milk, Toiletries"
TranS7751,"Soft Drinks, Magazine, Toiletries, Milk, Gum"
TranS7752,"Energy Drinks, Toiletries"
TranS7753,Magazine
TranS7754,"Batteries, Soft Drinks, Candy, Magazine"
TranS7755,"Milk, Toiletries, Batteries, Gum"
TranS7756,"Gum, Energy Drinks"
TranS7757,"Batteries, Candy"
TranS7758,"Snacks, Batteries, Energy Drinks"
TranS7759,"Candy, Magazine, Milk, Cigarettes"
TranS7760,Magazine
TranS7761,Milk
TranS7762,"Gum, Magazine, Milk"
TranS7763,"Magazine, Energy Drinks, Gum"
TranS7764,"Batteries, Candy, Soft Drinks, Energy Drinks, Gum"
TranS7765,"Batteries, Candy, Snacks"
TranS7766,"Energy Drinks, Magazine"
TranS7767,"Gum, Snacks, Magazine, Energy Drinks, Cigarettes"
TranS7768,"Snacks, Toiletries, Magazine, Milk, Soft Drinks"
TranS7769,"Magazine, Gum, Batteries"
TranS7770,"Candy, Cigarettes, Magazine, Batteries"
TranS7771,"Toiletries, Soft Drinks, Gum"
TranS7772,"Cigarettes, Toiletries"
TranS7773,"Energy Drinks, Magazine, Snacks"
TranS7774,Candy
TranS7775,"Magazine, Soft Drinks"
TranS7776,"Toiletries, Milk, Gum"
TranS7777,Magazine
TranS7778,Batteries
TranS7779,"Candy, Toiletries, Batteries, Snacks, Soft Drinks"
TranS7780,"Magazine, Cigarettes, Soft Drinks, Milk"
TranS7781,Gum
TranS7782,"Energy Drinks, Cigarettes, Batteries"
TranS7783,"Milk, Magazine, Candy, Batteries"
TranS7784,"Batteries, Magazine, Candy"
TranS7785,"Toiletries, Gum, Batteries, Snacks"
TranS7786,"Snacks, Batteries"
TranS7787,Gum
TranS7788,Batteries
TranS7789,"Cigarettes, Batteries, Milk, Candy, Toiletries"
TranS7790,"Magazine, Snacks, Gum, Milk"
TranS7791,"Energy Drinks, Milk, Candy"
TranS7792,"Cigarettes, Energy Drinks"
TranS7793,Gum
TranS7794,"Energy Drinks, Candy, Toiletries"
TranS7795,"Snacks, Milk"
TranS7796,"Magazine, Soft Drinks, Cigarettes, Energy Drinks"
TranS7797,"Energy Drinks, Magazine, Milk, Gum, Batteries"
TranS7798,"Milk, Energy Drinks, Snacks, Cigarettes"
TranS7799,"Candy, Energy Drinks, Toiletries"
TranS7800,"Gum, Candy, Toiletries, Snacks"
TranS7801,"Candy, Batteries"
TranS7802,"Energy Drinks, Soft Drinks, Milk, Magazine, Candy"
TranS7803,"Cigarettes, Energy Drinks, Gum"
TranS7804,"Snacks, Gum, Batteries"
TranS7805,Toiletries
TranS7806,"Energy Drinks, Magazine, Batteries, Snacks, Candy"
TranS7807,"Milk, Magazine, Candy, Toiletries, Snacks"
TranS7808,Energy Drinks
TranS7809,"Magazine, Snacks"
TranS7810,"Toiletries, Batteries"
TranS7811,Soft Drinks
TranS7812,Soft Drinks
TranS7813,"Magazine, Candy, Cigarettes"
TranS7814,"Gum, Milk, Cigarettes, Energy Drinks, Soft Drinks"
TranS7815,"Gum, Cigarettes, Milk"
TranS7816,"Soft Drinks, Candy"
TranS7817,"Energy Drinks, Gum, Candy, Snacks, Toiletries"
TranS7818,"Energy Drinks, Milk, Magazine, Toiletries"
TranS7819,"Candy, Soft Drinks, Toiletries, Cigarettes, Energy Drinks"
TranS7820,"Soft Drinks, Snacks"
TranS7821,"Gum, Snacks"
TranS7822,"Toiletries, Snacks, Cigarettes, Candy"
TranS7823,Snacks
TranS7824,Batteries
TranS7825,"Energy Drinks, Candy, Gum, Toiletries"
TranS7826,"Toiletries, Gum, Energy Drinks"
TranS7827,"Magazine, Gum, Batteries"
TranS7828,"Magazine, Batteries, Candy, Gum"
TranS7829,"Magazine, Batteries, Candy, Milk"
TranS7830,"Cigarettes, Energy Drinks"
TranS7831,Magazine
TranS7832,"Candy, Soft Drinks, Batteries, Toiletries"
TranS7833,"Gum, Candy, Soft Drinks, Magazine, Energy Drinks"
TranS7834,"Magazine, Batteries, Cigarettes"
TranS7835,Energy Drinks
TranS7836,"Magazine, Snacks"
TranS7837,"Candy, Cigarettes, Magazine, Batteries"
TranS7838,"Magazine, Soft Drinks, Batteries"
TranS7839,"Milk, Batteries, Candy, Soft Drinks, Cigarettes"
TranS7840,"Toiletries, Energy Drinks, Gum"
TranS7841,Soft Drinks
TranS7842,"Snacks, Candy, Milk, Soft Drinks"
TranS7843,Energy Drinks
TranS7844,"Milk, Snacks, Gum, Energy Drinks"
TranS7845,Candy
TranS7846,"Magazine, Gum"
TranS7847,"Candy, Cigarettes, Batteries, Toiletries"
TranS7848,"Energy Drinks, Milk, Toiletries"
TranS7849,"Milk, Batteries, Energy Drinks, Candy"
TranS7850,"Gum, Soft Drinks, Batteries, Magazine"
TranS7851,"Gum, Batteries, Magazine, Cigarettes"
TranS7852,Soft Drinks
TranS7853,"Milk, Snacks, Toiletries, Batteries, Magazine"
TranS7854,Soft Drinks
TranS7855,"Magazine, Milk, Toiletries, Energy Drinks, Gum"
TranS7856,"Energy Drinks, Candy, Batteries, Cigarettes"
TranS7857,"Batteries, Energy Drinks, Gum"
TranS7858,"Gum, Toiletries, Magazine, Batteries, Milk"
TranS7859,"Batteries, Soft Drinks, Energy Drinks, Gum, Candy"
TranS7860,"Candy, Batteries, Energy Drinks, Cigarettes, Toiletries"
TranS7861,"Candy, Energy Drinks, Soft Drinks"
TranS7862,"Cigarettes, Gum, Batteries"
TranS7863,"Snacks, Energy Drinks, Cigarettes, Soft Drinks"
TranS7864,"Gum, Magazine, Batteries, Candy"
TranS7865,"Batteries, Magazine, Gum, Cigarettes"
TranS7866,"Gum, Snacks, Toiletries, Candy"
TranS7867,"Gum, Magazine, Toiletries"
TranS7868,Milk
TranS7869,"Soft Drinks, Milk, Snacks"
TranS7870,"Candy, Magazine, Toiletries, Cigarettes, Soft Drinks"
TranS7871,"Candy, Gum"
TranS7872,"Toiletries, Energy Drinks, Batteries"
TranS7873,Snacks
TranS7874,"Gum, Candy, Magazine, Energy Drinks"
TranS7875,Magazine
TranS7876,"Magazine, Milk, Toiletries, Candy"
TranS7877,"Gum, Candy, Energy Drinks, Snacks"
TranS7878,Toiletries
TranS7879,"Toiletries, Cigarettes, Magazine, Energy Drinks, Gum"
TranS7880,Toiletries
TranS7881,"Toiletries, Soft Drinks, Gum"
TranS7882,"Soft Drinks, Cigarettes, Batteries, Energy Drinks, Milk"
TranS7883,Batteries
TranS7884,"Cigarettes, Gum, Soft Drinks, Candy"
TranS7885,"Soft Drinks, Batteries"
TranS7886,"Snacks, Milk, Toiletries, Batteries"
TranS7887,"Snacks, Candy, Energy Drinks, Soft Drinks"
TranS7888,"Energy Drinks, Batteries, Gum"
TranS7889,"Milk, Snacks"
TranS7890,"Candy, Magazine, Cigarettes, Toiletries, Milk"
TranS7891,"Gum, Snacks, Cigarettes, Magazine, Batteries"
TranS7892,"Soft Drinks, Snacks, Candy, Milk, Energy Drinks"
TranS7893,"Candy, Toiletries, Energy Drinks, Magazine, Soft Drinks"
TranS7894,"Toiletries, Snacks, Milk, Energy Drinks, Candy"
TranS7895,"Candy, Magazine, Soft Drinks, Toiletries, Batteries"
TranS7896,"Gum, Batteries, Toiletries"
TranS7897,"Gum, Milk, Toiletries, Cigarettes"
TranS7898,"Candy, Magazine, Soft Drinks, Milk"
TranS7899,Milk
TranS7900,"Candy, Batteries, Magazine"
TranS7901,Candy
TranS7902,"Milk, Magazine, Candy"
TranS7903,"Toiletries, Cigarettes"
TranS7904,"Energy Drinks, Gum, Toiletries, Snacks"
TranS7905,"Milk, Cigarettes"
TranS7906,"Candy, Cigarettes, Soft Drinks, Magazine, Gum"
TranS7907,Energy Drinks
TranS7908,"Toiletries, Snacks"
TranS7909,"Soft Drinks, Milk, Toiletries, Magazine"
TranS7910,"Candy, Milk, Batteries, Magazine"
TranS7911,"Snacks, Gum, Milk, Toiletries"
TranS7912,Gum
TranS7913,Toiletries
TranS7914,"Toiletries, Batteries, Cigarettes"
TranS7915,Batteries
TranS7916,"Snacks, Soft Drinks, Candy, Magazine, Toiletries"
TranS7917,Candy
TranS7918,"Candy, Batteries"
TranS7919,"Cigarettes, Gum, Energy Drinks, Snacks, Magazine"
TranS7920,"Soft Drinks, Milk"
TranS7921,"Soft Drinks, Toiletries, Batteries, Cigarettes, Gum"
TranS7922,"Cigarettes, Toiletries"
TranS7923,"Milk, Soft Drinks"
TranS7924,Magazine
TranS7925,"Milk, Toiletries, Soft Drinks, Energy Drinks"
TranS7926,"Toiletries, Magazine, Soft Drinks"
TranS7927,"Candy, Toiletries"
TranS7928,Gum
TranS7929,"Cigarettes, Gum"
TranS7930,"Milk, Candy"
TranS7931,"Milk, Snacks"
TranS7932,"Cigarettes, Gum, Batteries"
TranS7933,"Magazine, Batteries, Gum, Energy Drinks"
TranS7934,"Snacks, Magazine"
TranS7935,Gum
TranS7936,"Soft Drinks, Cigarettes, Energy Drinks, Gum"
TranS7937,"Energy Drinks, Gum, Snacks, Cigarettes"
TranS7938,"Batteries, Cigarettes, Magazine, Toiletries"
TranS7939,"Candy, Snacks, Energy Drinks"
TranS7940,"Gum, Soft Drinks"
TranS7941,Gum
TranS7942,Snacks
TranS7943,"Candy, Magazine, Milk"
TranS7944,"Milk, Candy, Toiletries, Energy Drinks"
TranS7945,"Candy, Snacks, Gum"
TranS7946,"Milk, Batteries, Cigarettes"
TranS7947,"Snacks, Cigarettes, Milk, Energy Drinks, Soft Drinks"
TranS7948,"Cigarettes, Energy Drinks, Milk, Gum"
TranS7949,"Energy Drinks, Cigarettes"
TranS7950,"Snacks, Candy"
TranS7951,"Cigarettes, Gum, Soft Drinks"
TranS7952,"Magazine, Cigarettes"
TranS7953,"Energy Drinks, Gum, Candy"
TranS7954,Soft Drinks
TranS7955,Energy Drinks
TranS7956,Milk
TranS7957,Candy
TranS7958,"Cigarettes, Energy Drinks"
TranS7959,"Energy Drinks, Soft Drinks"
TranS7960,"Cigarettes, Gum, Magazine"
TranS7961,"Soft Drinks, Toiletries, Milk, Snacks"
TranS7962,"Soft Drinks, Cigarettes"
TranS7963,"Toiletries, Cigarettes, Gum, Energy Drinks, Magazine"
TranS7964,Gum
TranS7965,"Batteries, Candy"
TranS7966,"Magazine, Milk, Gum"
TranS7967,"Gum, Soft Drinks"
TranS7968,"Cigarettes, Gum, Magazine"
TranS7969,"Candy, Energy Drinks, Cigarettes"
TranS7970,"Snacks, Batteries, Candy, Cigarettes"
TranS7971,"Cigarettes, Candy, Toiletries, Batteries, Magazine"
TranS7972,"Candy, Cigarettes, Snacks, Energy Drinks"
TranS7973,Milk
TranS7974,"Cigarettes, Magazine"
TranS7975,Gum
TranS7976,"Milk, Snacks, Toiletries, Candy, Gum"
TranS7977,"Energy Drinks, Milk, Candy, Magazine, Gum"
TranS7978,"Batteries, Toiletries, Soft Drinks"
TranS7979,Batteries
TranS7980,Snacks
TranS7981,"Cigarettes, Batteries, Candy, Snacks, Magazine"
TranS7982,"Cigarettes, Milk, Snacks, Energy Drinks"
TranS7983,"Candy, Cigarettes"
TranS7984,"Cigarettes, Soft Drinks"
TranS7985,"Soft Drinks, Candy, Energy Drinks"
TranS7986,Snacks
TranS7987,"Toiletries, Milk, Gum"
TranS7988,"Soft Drinks, Toiletries, Snacks, Candy"
TranS7989,"Magazine, Batteries"
TranS7990,"Cigarettes, Energy Drinks, Snacks, Batteries"
TranS7991,Energy Drinks
TranS7992,"Milk, Magazine"
TranS7993,Energy Drinks
TranS7994,"Toiletries, Energy Drinks, Milk"
TranS7995,"Soft Drinks, Magazine, Cigarettes"
TranS7996,Toiletries
TranS7997,"Candy, Cigarettes"
TranS7998,"Milk, Candy, Toiletries, Energy Drinks, Cigarettes"
TranS7999,Snacks
TranS71000,Snacks
